,entropy,skewness,kurtosis
0,2.660339085171,1.22143962648361,1.482177186534602
1,3.153775994786268,0.5489543465354311,-0.8535851227494486
2,3.160958627372143,0.6377297192081055,-0.880897513341488
3,3.2061396111170386,0.547537476085147,-0.9990564362423155
4,3.125131063478148,0.6651138173288196,-0.7915988446923832
5,3.1927861524771446,0.5695148845260631,-0.9817831402449748
6,3.065749096298401,0.6715026183650223,-0.7165895748525375
7,3.196338980288859,0.566486704970678,-0.9908988573214215
8,3.181673587476664,0.5941945729148082,-0.9409630396017961
9,3.1792228921099914,0.591639616941559,-0.9326565276864227
10,3.2051886049734,0.5446058711478242,-0.9910853570615701
11,3.1914994703147848,0.5556200944649066,-1.0069037266529852
12,3.014396314591273,0.5069403204838164,-0.5100343246602499
13,3.179781196482722,0.5278172940569366,-0.9648332287416759
14,3.168073346759824,0.6218300804064842,-0.89940674034326
15,3.169778749556008,0.5975728707057176,-0.9333433995596443
16,3.194346669866049,0.5712443456028877,-0.9952491448453946
17,3.07291154861187,0.7371597079356947,-0.6818015279214866
18,2.9755920505584603,0.7267393612785563,-0.5810375451253815
19,3.068622770774611,0.6368691727722315,-0.7623279872514201
20,3.196514583462806,0.5479997501648793,-0.9744116141612156
21,3.182706437188234,0.6275693995880625,-0.8711740083544237
22,3.203415273240326,0.5550666231001534,-0.976603823562046
23,3.1920792569939547,0.5910176610757519,-0.9559649880194607
24,3.1837739381544554,0.609180227635199,-0.9055598113814285
25,3.1856799068459454,0.5567695289457918,-1.0147072330788196
26,3.1657687936245567,0.6461722600702603,-0.8633141524066925
27,3.196145596980522,0.5529679478239139,-0.9927188155296238
28,3.1827021776101936,0.6005627750906026,-0.9402303828564347
29,3.1982604500561167,0.5932889602492933,-0.9354673099459991
30,3.0735364780246854,0.7116576325953248,-0.5606263249460559
31,3.186761060450868,0.5818319265167657,-0.9717659047313227
32,3.182049208067712,0.6212775270463018,-0.8509083562209971
33,3.198079164671653,0.568695044693894,-0.9792664252071543
34,3.200600434724317,0.5532866119226868,-1.0006968667169265
35,3.201033117748752,0.569486392348531,-0.9869289448722212
36,3.1764320770507295,0.6204562010788467,-0.8818054880681969
37,3.1932793587268002,0.596574559143484,-0.916568348238997
38,3.2031453620090224,0.552298059465259,-0.985919284482045
39,3.207308819187228,0.570701847995221,-0.9796723927120019
40,3.1841729702112613,0.6059519055196355,-0.9383839712870965
41,3.1914391008881915,0.6079870310453416,-0.8781475233430287
42,3.0874997054844155,0.6658315547426147,-0.7977537779685764
43,3.048424329769787,0.7278808428144667,-0.6131091734916105
44,3.080594998501733,0.7776905511376407,-0.5001617843397952
45,3.1565299275616883,0.5999600479101512,-0.9322377858578275
46,3.174482715299287,0.5784696655778627,-0.9844586988135009
47,3.0558278355699593,0.6023158299876701,-0.7737780643695071
